id,client_id,client_name,artisan_id,artisan_name,service_type,description,city,price,rating,latitude,longitude,created_at,updated_at,commune
2433,CL-0419,User_0419,4336,Tarek_4336,Maçon,Travaux de maçonnerie générale.,Skikda,10195,4.0,36.9949643,6.3424894,2026-06-29 21:35:13,2026-07-08 21:35:13,Ouled Attia
2434,CL-0555,User_0555,2377,Djamila_2377,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,2072,4.1,36.7003588,6.5076167,2026-10-08 19:17:39,2026-10-15 19:17:39,Oum Toub
2435,CL-1258,User_1258,16,Adem_16,Carreleur,Pose et réparation de carrelage.,Skikda,4605,4.3,36.9888886,6.4592299,2026-01-07 18:13:41,2026-01-30 18:13:41,Zitouna
2436,CL-1959,User_1959,1742,Chaima_1742,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,12810,3.8,36.8992518,6.7934365,2026-06-24 21:24:40,2026-07-08 21:24:40,Aïn Zouit
2437,CL-0489,User_0489,1795,Kahina_1795,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,11854,4.1,36.7388133,7.1062378,2026-11-14 15:27:46,2026-11-14 15:27:46,Azzaba
2438,CL-0227,User_0227,3542,Mokhtar_3542,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,14278,4.5,36.8801317,6.9077363,2026-02-05 20:09:03,2026-02-24 20:09:03,Skikda
2439,CL-1311,User_1311,3974,Aymen_3974,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,5807,4.8,36.5864148,6.9120702,2026-06-25 19:13:14,2026-07-12 19:13:14,Zerdaza
2440,CL-1778,User_1778,1213,Sofia_1213,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,4436,3.8,36.7044252,6.8563693,2026-09-03 12:25:15,2026-09-20 12:25:15,Salah Bouchaour
2441,CL-0770,User_0770,4543,Reda_4543,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,12185,4.3,36.9304439,6.5842202,2026-01-07 21:41:22,2026-01-18 21:41:22,Kerkera
2442,CL-0364,User_0364,3643,Mounia_3643,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,5626,3.0,36.8081951,6.5668371,2026-12-19 10:39:31,2026-12-20 10:39:31,Bin El Ouiden
2443,CL-0259,User_0259,1827,Nassima_1827,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,7817,3.1,37.0090418,6.2844786,2026-10-27 13:38:49,2026-11-25 13:38:49,Kheneg Mayoum
2444,CL-0100,User_0100,2141,Nassim_2141,Plombier,Réparation et installation de plomberie.,Skikda,5929,3.8,36.9949643,6.3424894,2026-10-06 10:00:31,2026-10-21 10:00:31,Ouled Attia
2445,CL-1025,User_1025,4212,Noureddine_4212,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,9081,4.8,36.5864148,6.9120702,2026-10-27 20:57:50,2026-10-27 20:57:50,Zerdaza
2446,CL-0088,User_0088,2053,Fares_2053,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,4911,3.1,36.7082508,6.7042844,2026-02-19 04:03:10,2026-03-17 04:03:10,Sidi Mezghiche
2447,CL-1560,User_1560,4552,Siham_4552,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,6786,3.7,36.6043041,6.7323529,2026-03-26 04:40:54,2026-04-03 04:40:54,Aïn Bouziane
2448,CL-0125,User_0125,168,Dina_168,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,10525,4.3,36.9124122,6.4762934,2026-09-05 20:46:11,2026-09-27 20:46:11,Beni Zid
2449,CL-1789,User_1789,157,Mohamed_157,Plâtrier / Staffeur,Finition murale et décoration en plâtre.,Skikda,14740,3.8,36.7331778,7.2219657,2026-09-15 07:15:46,2026-10-12 07:15:46,Aïn Charchar
2450,CL-0957,User_0957,2765,Mounia_2765,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,11151,3.3,36.8003477,6.9805739,2026-12-06 14:09:43,2026-12-25 14:09:43,Beni Bechir
2451,CL-1018,User_1018,4694,Fiza_4694,Organisation d'événements,Planification et gestion d'événements.,Skikda,9924,3.7,36.7558331,6.9259068,2026-05-13 09:49:21,2026-05-19 09:49:21,Ramdane Djamel
2452,CL-1401,User_1401,34,Zaki_34,Antenniste,Installation et réglage d'antennes.,Skikda,10730,3.2,36.7082508,6.7042844,2026-03-23 08:04:07,2026-04-14 08:04:07,Sidi Mezghiche
2453,CL-1954,User_1954,3223,Warda_3223,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,8199,4.7,36.6939025,7.3105409,2026-03-30 07:10:26,2026-04-29 07:10:26,Bekkouche Lakhdar
2454,CL-0377,User_0377,777,Mounia_777,Organisation d'événements,Planification et gestion d'événements.,Skikda,13442,4.6,36.8013181,6.461086944444444,2026-10-01 16:03:13,2026-10-25 16:03:13,Aïn Kechra
2455,CL-1121,User_1121,987,Farid_987,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,3256,4.8,36.7388133,7.1062378,2026-06-20 21:14:24,2026-07-11 21:14:24,Azzaba
2456,CL-1829,User_1829,3939,Zaki_3939,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,4729,4.7,36.8013181,6.461086944444444,2026-12-25 00:17:19,2026-12-31 18:00:00,Aïn Kechra
2457,CL-1322,User_1322,4056,Sofia_4056,Coiffure à Domicile,Coiffure à domicile.,Skikda,10955,3.8,36.8441177,6.929106,2026-05-15 15:28:58,2026-06-05 15:28:58,Hamadi Krouma
2458,CL-0878,User_0878,3395,Wafa_3395,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,6707,4.1,36.8168179,6.780452,2026-04-06 07:53:12,2026-04-20 07:53:12,Bouchtata
2459,CL-0315,User_0315,3426,Adem_3426,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,12956,4.3,36.9304439,6.5842202,2026-03-29 08:08:00,2026-04-17 08:08:00,Kerkera
2460,CL-0643,User_0643,2330,Hocine_2330,Serrurier,"Ouverture, pose et dépannage de serrures.",Skikda,14772,4.4,36.7051396,6.8043312,2026-01-30 01:57:22,2026-02-26 01:57:22,Emdjez Edchich
2461,CL-0766,User_0766,672,Karim_672,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,3022,3.9,36.9124122,6.4762934,2026-07-13 10:08:30,2026-08-03 10:08:30,Beni Zid
2462,CL-0515,User_0515,2333,Rachid_2333,Chauffagiste,Installation et entretien de chauffage.,Skikda,13745,4.5,36.8013181,6.461086944444444,2026-08-29 03:24:39,2026-08-29 03:24:39,Aïn Kechra
2463,CL-1225,User_1225,4653,Sabrina_4653,Tapissier / Couturier (Linge de Maison),Confection et rénovation textile.,Skikda,6206,4.3,36.6195945,7.0645888,2026-12-09 17:50:20,2026-12-30 17:50:20,Es Sebt
2464,CL-1445,User_1445,1077,Hiba_1077,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,14185,4.3,36.8013181,6.461086944444444,2026-12-14 01:11:51,2026-12-20 01:11:51,Aïn Kechra
2465,CL-0335,User_0335,740,Ali_740,Antenniste,Installation et réglage d'antennes.,Skikda,8810,4.6,36.687176,6.9771347,2026-09-24 23:52:31,2026-10-12 23:52:31,El Ghedir
2466,CL-0527,User_0527,3197,Walid_3197,Antenniste,Installation et réglage d'antennes.,Skikda,6793,3.2,36.8003477,6.9805739,2026-01-19 02:18:57,2026-01-31 02:18:57,Beni Bechir
2467,CL-1324,User_1324,3223,Warda_3223,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,8199,4.7,36.6939025,7.3105409,2026-03-30 07:10:26,2026-04-29 07:10:26,Bekkouche Lakhdar
2468,CL-0973,User_0973,1010,Mokhtar_1010,Dératiseur / Désinsectiseur,Traitement contre nuisibles.,Skikda,14564,3.3,36.6939025,7.3105409,2026-06-05 03:16:36,2026-06-23 03:16:36,Bekkouche Lakhdar
2469,CL-0564,User_0564,959,Majda_959,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,11795,4.1,36.7558331,6.9259068,2026-11-12 02:11:50,2026-11-16 02:11:50,Ramdane Djamel
2470,CL-0534,User_0534,1894,Ahmed_1894,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,6071,3.2,36.6043041,6.7323529,2026-02-07 11:14:33,2026-02-15 11:14:33,Aïn Bouziane
2471,CL-1296,User_1296,4451,Walid_4451,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,12701,3.6,36.9124122,6.4762934,2026-11-04 15:25:50,2026-11-14 15:25:50,Beni Zid
2472,CL-0737,User_0737,3990,Zaki_3990,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,14858,4.4,36.7792138,7.1724216,2026-05-25 21:33:33,2026-05-30 21:33:33,Djendel Saadi Mohamed
2473,CL-1247,User_1247,2624,Fiza_2624,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,8242,4.9,36.7082508,6.7042844,2026-06-18 02:12:43,2026-06-28 02:12:43,Sidi Mezghiche
2474,CL-1935,User_1935,2156,Nassima_2156,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,11539,3.3,36.7331778,7.2219657,2026-09-28 07:54:07,2026-10-24 07:54:07,Aïn Charchar
2475,CL-1604,User_1604,1481,Salah_1481,Maçon,Travaux de maçonnerie générale.,Skikda,12688,3.9,36.8361791,6.6427952,2026-05-21 12:12:36,2026-06-03 12:12:36,Tamalous
2476,CL-1580,User_1580,4667,Kamel_4667,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,3029,3.9,36.6514052,6.8360907,2026-05-27 17:06:08,2026-06-26 17:06:08,El Harrouch
2477,CL-0382,User_0382,986,Hakim_986,Charpentier,Travaux de charpente et structure.,Skikda,13622,4.1,36.7044252,6.8563693,2026-02-11 09:18:01,2026-02-14 09:18:01,Salah Bouchaour
2478,CL-0871,User_0871,1556,Rima_1556,Coiffure à Domicile,Coiffure à domicile.,Skikda,13371,3.6,37.0090418,6.2844786,2026-01-23 09:34:31,2026-02-13 09:34:31,Kheneg Mayoum
2479,CL-1711,User_1711,2015,Salim_2015,Antenniste,Installation et réglage d'antennes.,Skikda,8976,3.8,36.8441177,6.929106,2026-12-02 16:24:42,2026-12-31 16:24:42,Hamadi Krouma
2480,CL-0166,User_0166,1864,Mohamed_1864,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,6060,3.3,36.8976496,7.0548176,2026-09-08 06:26:31,2026-09-17 06:26:31,Filfila
2481,CL-1703,User_1703,621,Ahmed_621,Antenniste,Installation et réglage d'antennes.,Skikda,3409,4.0,36.8992518,6.7934365,2026-01-02 15:52:40,2026-02-01 15:52:40,Aïn Zouit
2482,CL-1055,User_1055,4172,Amal_4172,Fabrication de parfums,Création artisanale de parfums.,Skikda,13950,4.4,36.9888886,6.4592299,2026-10-27 07:08:48,2026-11-06 07:08:48,Zitouna
2483,CL-0024,User_0024,2,Mounia_2,Coiffure à Domicile,Coiffure à domicile.,Skikda,10217,3.2,36.8361791,6.6427952,2026-10-06 04:58:17,2026-10-26 04:58:17,Tamalous
2484,CL-1168,User_1168,1837,Nassim_1837,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,9705,4.6,36.8252292,6.8890251,2026-05-29 05:16:20,2026-06-23 05:16:20,El Hadaiek
2485,CL-0212,User_0212,1362,Chafik_1362,Chauffagiste,Installation et entretien de chauffage.,Skikda,6859,3.4,36.9949643,6.3424894,2026-02-07 23:49:32,2026-02-10 23:49:32,Ouled Attia
2486,CL-0118,User_0118,434,Sofiane_434,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,12852,4.7,36.7044252,6.8563693,2026-06-19 23:46:09,2026-06-21 23:46:09,Salah Bouchaour
2487,CL-1954,User_1954,801,Adem_801,Maçon,Travaux de maçonnerie générale.,Skikda,11892,5.0,36.8168179,6.780452,2026-06-07 14:28:50,2026-06-14 14:28:50,Bouchtata
2488,CL-0269,User_0269,2492,Salah_2492,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,7608,4.1,36.7388133,7.1062378,2026-09-19 05:01:24,2026-10-17 05:01:24,Azzaba
2489,CL-1592,User_1592,3360,Farouk_3360,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,4639,4.0,36.7792138,7.1724216,2026-04-14 20:50:01,2026-05-12 20:50:01,Djendel Saadi Mohamed
2490,CL-1148,User_1148,4916,Youssef_4916,Maçon,Travaux de maçonnerie générale.,Skikda,3977,3.6,36.6043041,6.7323529,2026-09-12 13:12:15,2026-09-15 13:12:15,Aïn Bouziane
2491,CL-1729,User_1729,1338,Dalila_1338,Fabrication de parfums,Création artisanale de parfums.,Skikda,9682,3.6,36.8441177,6.929106,2026-12-27 02:34:04,2026-12-31 18:00:00,Hamadi Krouma
2492,CL-1292,User_1292,4173,Ahmed_4173,Chauffagiste,Installation et entretien de chauffage.,Skikda,7613,3.8,36.9949643,6.3424894,2026-01-07 08:41:25,2026-02-01 08:41:25,Ouled Attia
2493,CL-1683,User_1683,124,Ahmed_124,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,8948,3.9,36.8003477,6.9805739,2026-08-10 17:16:38,2026-08-25 17:16:38,Beni Bechir
2494,CL-1486,User_1486,1339,Amira_1339,Décorateur d'intérieur,Aménagement et décoration intérieure.,Skikda,2681,3.7,36.7003588,6.5076167,2026-04-10 03:27:07,2026-04-20 03:27:07,Oum Toub
2495,CL-1890,User_1890,1051,Mounir_1051,Électricien,Installation et maintenance électrique.,Skikda,10498,4.2,36.6043041,6.7323529,2026-02-23 01:14:30,2026-03-13 01:14:30,Aïn Bouziane
2496,CL-0609,User_0609,3399,Tahar_3399,Vitrailler / Miroitier,Pose et réparation de vitres et miroirs.,Skikda,10542,4.3,36.7003588,6.5076167,2026-08-25 04:01:13,2026-09-10 04:01:13,Oum Toub
2497,CL-1901,User_1901,4299,Zahra_4299,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,9033,4.4,36.8252292,6.8890251,2026-06-06 05:02:06,2026-06-21 05:02:06,El Hadaiek
2498,CL-1219,User_1219,4394,Khaled_4394,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,8660,3.2,36.6939025,7.3105409,2026-07-07 00:04:31,2026-07-27 00:04:31,Bekkouche Lakhdar
2499,CL-0979,User_0979,435,Selma_435,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,3135,4.9,36.9888886,6.4592299,2026-11-29 12:49:02,2026-12-21 12:49:02,Zitouna
2500,CL-0386,User_0386,3944,Linda_3944,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,1623,4.0,36.8003477,6.9805739,2026-09-23 06:09:08,2026-09-26 06:09:08,Beni Bechir
2501,CL-1421,User_1421,2355,Sarah_2355,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,9411,5.0,36.8200545,6.3880209,2026-06-27 09:58:36,2026-07-12 09:58:36,Ouldja Boulballout
2502,CL-0150,User_0150,772,Adel_772,Installateur Systèmes Sécurité,"Caméras, alarmes et contrôle d'accès.",Skikda,4731,4.0,36.7003588,6.5076167,2026-11-16 00:35:49,2026-12-16 00:35:49,Oum Toub
2503,CL-1146,User_1146,231,Ryad_231,Piscines (Constructeur/Maintenance),Construction et entretien de piscines.,Skikda,9017,4.6,36.8361791,6.6427952,2026-03-08 07:41:02,2026-03-28 07:41:02,Tamalous
2504,CL-1974,User_1974,17,Hichem_17,Antenniste,Installation et réglage d'antennes.,Skikda,3555,4.4,36.7044252,6.8563693,2026-05-13 05:15:41,2026-06-01 05:15:41,Salah Bouchaour
2505,CL-1587,User_1587,2313,Farouk_2313,Antenniste,Installation et réglage d'antennes.,Skikda,4998,4.4,36.7388133,7.1062378,2026-08-31 22:57:06,2026-09-01 22:57:06,Azzaba
2506,CL-1096,User_1096,3260,Wafa_3260,Esthéticienne à Domicile,Soins esthétiques à domicile.,Skikda,14495,3.1,36.7558331,6.9259068,2026-12-24 09:37:18,2026-12-31 18:00:00,Ramdane Djamel
2507,CL-1682,User_1682,3814,Wassim_3814,Charpentier,Travaux de charpente et structure.,Skikda,11175,4.3,36.6514052,6.8360907,2026-04-24 01:20:29,2026-04-28 01:20:29,El Harrouch
2508,CL-1186,User_1186,3146,Lina_3146,Fabrication de parfums,Création artisanale de parfums.,Skikda,4694,4.8,36.9097648,6.3403579,2026-11-17 18:02:22,2026-12-17 18:02:22,Oued Zehour
2509,CL-1388,User_1388,4802,Fouad_4802,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,14146,3.7,37.0470382,6.4205306,2026-01-13 15:06:18,2026-01-16 15:06:18,Kanoua
2510,CL-1424,User_1424,2966,Racha_2966,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,3368,4.1,36.8992518,6.7934365,2026-03-11 15:41:01,2026-03-13 15:41:01,Aïn Zouit
2511,CL-1465,User_1465,1337,Hakim_1337,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,6361,3.4,36.7331778,7.2219657,2026-10-20 21:27:19,2026-11-03 21:27:19,Aïn Charchar
2512,CL-0787,User_0787,862,Hichem_862,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,8246,3.7,36.8361791,6.6427952,2026-04-20 19:52:28,2026-05-10 19:52:28,Tamalous
2513,CL-0330,User_0330,3486,Samia_3486,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,13521,4.1,36.9949643,6.3424894,2026-07-07 12:01:41,2026-07-24 12:01:41,Ouled Attia
2514,CL-1742,User_1742,2102,Younes_2102,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,2416,5.0,36.7388133,7.1062378,2026-02-11 12:36:15,2026-02-12 12:36:15,Azzaba
2515,CL-0038,User_0038,1690,Aya_1690,Restauration de vêtements,Réparation et retouche de vêtements.,Skikda,5481,4.0,36.7331778,7.2219657,2026-01-13 12:28:39,2026-01-25 12:28:39,Aïn Charchar
2516,CL-0701,User_0701,3382,Meriem_3382,Coiffure à Domicile,Coiffure à domicile.,Skikda,4165,4.8,36.9124122,6.4762934,2026-07-29 15:54:50,2026-08-14 15:54:50,Beni Zid
2517,CL-1451,User_1451,2879,Hakim_2879,Jardinier / Paysagiste,Entretien et aménagement des espaces verts.,Skikda,13452,3.7,36.8801317,6.9077363,2026-10-14 18:09:48,2026-11-10 18:09:48,Skikda
2518,CL-1932,User_1932,1956,Yassine_1956,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,2897,4.9,36.8013181,6.461086944444444,2026-01-17 03:31:45,2026-01-29 03:31:45,Aïn Kechra
2519,CL-0786,User_0786,2728,Mustapha_2728,Soudeur (Ferronnier),Travaux de soudure et ferronnerie.,Skikda,2530,3.5,36.8003477,6.9805739,2026-11-22 18:57:30,2026-12-14 18:57:30,Beni Bechir
2520,CL-0998,User_0998,1711,Noureddine_1711,Menuisier,Fabrication et pose d'ouvrages en bois.,Skikda,12062,4.9,37.0470382,6.4205306,2026-01-24 09:00:31,2026-02-20 09:00:31,Kanoua
2521,CL-1998,User_1998,1677,Reda_1677,Peintre,Travaux de peinture intérieure et extérieure.,Skikda,2423,4.1,36.8168179,6.780452,2026-11-14 06:43:58,2026-11-20 06:43:58,Bouchtata
2522,CL-0735,User_0735,2095,Wissal_2095,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,9507,3.7,36.8600024,7.2917539,2026-04-26 07:56:58,2026-05-26 07:56:58,Ben Azzouz
2523,CL-0255,User_0255,2752,Wafa_2752,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,2308,4.7,36.687176,6.9771347,2026-07-14 10:05:44,2026-08-11 10:05:44,El Ghedir
2524,CL-0052,User_0052,4676,Yousra_4676,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,10843,3.2,36.8600024,7.2917539,2026-07-30 05:04:40,2026-08-09 05:04:40,Ben Azzouz
2525,CL-1654,User_1654,1202,Samira_1202,Soutien Scolaire,Cours de soutien et accompagnement scolaire.,Skikda,10945,3.5,36.8200545,6.3880209,2026-10-01 22:32:05,2026-10-02 22:32:05,Ouldja Boulballout
2526,CL-0279,User_0279,4552,Siham_4552,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,6786,3.7,36.6043041,6.7323529,2026-03-26 04:40:54,2026-04-03 04:40:54,Aïn Bouziane
2527,CL-0316,User_0316,420,Warda_420,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,12962,3.0,36.8013181,6.461086944444444,2026-03-04 09:22:13,2026-03-22 09:22:13,Aïn Kechra
2528,CL-1405,User_1405,1851,Imad_1851,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,12420,3.6,37.0310788,7.2566883,2026-11-27 18:52:04,2026-12-20 18:52:04,El Marsa
2529,CL-1825,User_1825,1474,Imad_1474,Maçon,Travaux de maçonnerie générale.,Skikda,7494,3.6,36.6195945,7.0645888,2026-12-16 03:33:05,2026-12-20 03:33:05,Es Sebt
2530,CL-1314,User_1314,709,Mounia_709,Cosmétiques (Crèmes hydratantes),Fabrication de cosmétiques artisanaux.,Skikda,3665,4.3,37.0090418,6.2844786,2026-08-09 06:57:17,2026-08-21 06:57:17,Kheneg Mayoum
2531,CL-0826,User_0826,2278,Zinedine_2278,Plâtrier / Staffeur,Finition murale et décoration en plâtre.,Skikda,2267,4.8,36.7003588,6.5076167,2026-04-29 18:35:55,2026-05-05 18:35:55,Oum Toub
2532,CL-1787,User_1787,2827,Nour_2827,Nettoyage professionnel (Spécialisé),Nettoyage spécialisé pour particuliers et entreprises.,Skikda,2807,3.2,37.0310788,7.2566883,2026-12-22 22:58:58,2026-12-31 18:00:00,El Marsa
2533,CL-1724,User_1724,808,Hichem_808,Plombier,Réparation et installation de plomberie.,Skikda,5290,3.3,36.7558331,6.9259068,2026-12-19 02:46:22,2026-12-31 18:00:00,Ramdane Djamel
2534,CL-1795,User_1795,2386,Nassim_2386,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,11989,4.2,36.687176,6.9771347,2026-07-03 05:00:19,2026-07-23 05:00:19,El Ghedir
2535,CL-1755,User_1755,3497,Chahinez_3497,Organisation d'événements,Planification et gestion d'événements.,Skikda,2015,3.6,36.9888886,6.4592299,2026-12-15 21:24:57,2026-12-24 21:24:57,Zitouna
2536,CL-0874,User_0874,1484,Anouar_1484,Réparation Électroménager,Réparation d'appareils électroménagers.,Skikda,4567,4.6,36.7331778,7.2219657,2026-08-31 13:41:31,2026-09-11 13:41:31,Aïn Charchar
2537,CL-0987,User_0987,164,Nadia_164,Traiteur / Pâtissier,Préparation de plats et pâtisseries.,Skikda,2848,3.0,36.7051396,6.8043312,2026-03-15 16:12:16,2026-04-09 16:12:16,Emdjez Edchich
2538,CL-0296,User_0296,3018,Anouar_3018,Climatisation / Frigoriste,Pose et maintenance de climatisation.,Skikda,7370,3.3,36.687176,6.9771347,2026-06-15 15:33:32,2026-07-06 15:33:32,El Ghedir
2539,CL-0647,User_0647,4114,Warda_4114,Organisation d'événements,Planification et gestion d'événements.,Skikda,4091,3.8,36.6514052,6.8360907,2026-06-01 11:32:22,2026-06-14 11:32:22,El Harrouch
2540,CL-0325,User_0325,1172,Lotfi_1172,Étanchéiste,Traitement et protection contre les infiltrations.,Skikda,13636,4.6,36.8361791,6.6427952,2026-04-07 16:31:16,2026-04-15 16:31:16,Tamalous
2541,CL-0307,User_0307,1093,Amal_1093,Aide-Ménagère Spécialisée,Services ménagers spécialisés.,Skikda,7881,3.1,36.8003477,6.9805739,2026-01-24 12:03:48,2026-01-25 12:03:48,Beni Bechir
2542,CL-0201,User_0201,4431,Warda_4431,Fabrication de Bougies,Fabrication artisanale de bougies.,Skikda,8217,4.3,36.8003477,6.9805739,2026-04-11 22:59:06,2026-04-22 22:59:06,Beni Bechir
2543,CL-0092,User_0092,1556,Rima_1556,Coiffure à Domicile,Coiffure à domicile.,Skikda,13371,3.6,37.0090418,6.2844786,2026-01-23 09:34:31,2026-02-13 09:34:31,Kheneg Mayoum
